OutputArea2011Code,DataZone2011Code,IntermediateZone2011Code
S00122512,S01011312,S02002126
S00122513,S01011311,S02002126
S00122514,S01011312,S02002126
S00122515,S01011313,S02002126
S00122516,S01011311,S02002126
S00122517,S01011313,S02002126
S00122518,S01011312,S02002126
S00122519,S01011312,S02002126
S00122520,S01011313,S02002126
S00122521,S01011313,S02002126
S00122522,S01011313,S02002126
S00122523,S01011312,S02002126
S00122524,S01011314,S02002126
S00122525,S01011314,S02002126
S00122526,S01011314,S02002126
S00122527,S01011314,S02002126
S00122528,S01011314,S02002126
S00122529,S01011314,S02002126
S00122530,S01011314,S02002126
S00122531,S01011314,S02002126
S00122532,S01011314,S02002126
S00122533,S01011315,S02002126
S00122534,S01011314,S02002126
S00122535,S01011316,S02002126
S00122536,S01011316,S02002126
S00122537,S01011316,S02002126
S00122538,S01011315,S02002126
S00122539,S01011315,S02002126
S00122540,S01011316,S02002126
S00122541,S01011316,S02002126
S00122542,S01011305,S02002124
S00122543,S01011305,S02002124
S00122544,S01011305,S02002124
S00122545,S01011305,S02002124
S00122546,S01011305,S02002124
S00122547,S01011306,S02002124
S00122548,S01011306,S02002124
S00122549,S01011302,S02002123
S00122550,S01011302,S02002123
S00122551,S01011302,S02002123
S00122552,S01011302,S02002123
S00122553,S01011302,S02002123
S00122554,S01011301,S02002123
S00122555,S01011300,S02002123
S00122556,S01011300,S02002123
S00122557,S01011300,S02002123
S00122558,S01011300,S02002123
S00122559,S01011300,S02002123
S00122560,S01011300,S02002123
S00122561,S01011300,S02002123
S00122562,S01011304,S02002124
S00122563,S01011304,S02002124
S00122564,S01011304,S02002124
S00122565,S01011304,S02002124
S00122566,S01011303,S02002124
S00122567,S01011303,S02002124
S00122568,S01011302,S02002123
S00122569,S01011301,S02002123
S00122570,S01011301,S02002123
S00122571,S01011301,S02002123
S00122572,S01011301,S02002123
S00122573,S01011301,S02002123
S00122574,S01011346,S02002132
S00122575,S01011346,S02002132
S00122576,S01011346,S02002132
S00122577,S01011346,S02002132
S00122578,S01011346,S02002132
S00122579,S01011346,S02002132
S00122580,S01011345,S02002132
S00122581,S01011346,S02002132
S00122582,S01011345,S02002132
S00122583,S01011345,S02002132
S00122584,S01011345,S02002132
S00122585,S01011345,S02002132
S00122586,S01011345,S02002132
S00122587,S01011347,S02002132
S00122588,S01011347,S02002132
S00122589,S01011347,S02002132
S00122590,S01011347,S02002132
S00122591,S01011347,S02002132
S00122592,S01011343,S02002132
S00122593,S01011344,S02002132
S00122594,S01011343,S02002132
S00122595,S01011344,S02002132
S00122596,S01011345,S02002132
S00122597,S01011344,S02002132
S00122598,S01011344,S02002132
S00122599,S01011344,S02002132
S00122600,S01011344,S02002132
S00122601,S01011344,S02002132
S00122602,S01011343,S02002132
S00122603,S01011344,S02002132
S00122604,S01011343,S02002132
S00122605,S01011343,S02002132
S00122606,S01011343,S02002132
S00122607,S01011343,S02002132
S00122608,S01011342,S02002131
S00122609,S01011342,S02002131
S00122610,S01011342,S02002131
S00122611,S01011342,S02002131
S00122612,S01011342,S02002131
S00122613,S01011341,S02002131
S00122614,S01011341,S02002131
S00122615,S01011341,S02002131
S00122616,S01011341,S02002131
S00122617,S01011341,S02002131
S00122618,S01011341,S02002131
S00122619,S01011341,S02002131
S00122620,S01011340,S02002131
S00122621,S01011340,S02002131
S00122622,S01011340,S02002131
S00122623,S01011340,S02002131
S00122624,S01011339,S02002131
S00122625,S01011340,S02002131
S00122626,S01011340,S02002131
S00122627,S01011339,S02002131
S00122628,S01011338,S02002131
S00122629,S01011338,S02002131
S00122630,S01011338,S02002131
S00122631,S01011338,S02002131
S00122632,S01011339,S02002131
S00122633,S01011348,S02002133
S00122634,S01011348,S02002133
S00122635,S01011349,S02002133
S00122636,S01011349,S02002133
S00122637,S01011349,S02002133
S00122638,S01011349,S02002133
S00122639,S01011349,S02002133
S00122640,S01011349,S02002133
S00122641,S01011348,S02002133
S00122642,S01011348,S02002133
S00122643,S01011348,S02002133
S00122644,S01011348,S02002133
S00122645,S01011351,S02002133
S00122646,S01011348,S02002133
S00122647,S01011348,S02002133
S00122648,S01011351,S02002133
S00122649,S01011348,S02002133
S00122650,S01011352,S02002134
S00122651,S01011350,S02002133
S00122652,S01011350,S02002133
S00122653,S01011352,S02002134
S00122654,S01011355,S02002134
S00122655,S01011350,S02002133
S00122656,S01011351,S02002133
S00122657,S01011351,S02002133
S00122658,S01011351,S02002133
S00122659,S01011352,S02002134
S00122660,S01011352,S02002134
S00122661,S01011352,S02002134
S00122662,S01011355,S02002134
S00122663,S01011355,S02002134
S00122664,S01011354,S02002134
S00122665,S01011353,S02002134
S00122666,S01011354,S02002134
S00122667,S01011353,S02002134
S00122668,S01011353,S02002134
S00122669,S01011353,S02002134
S00122670,S01011354,S02002134
S00122671,S01011354,S02002134
S00122672,S01011354,S02002134
S00122673,S01011327,S02002128
S00122674,S01011327,S02002128
S00122675,S01011327,S02002128
S00122676,S01011327,S02002128
S00122677,S01011327,S02002128
S00122678,S01011327,S02002128
S00122679,S01011327,S02002128
S00122680,S01011328,S02002128
S00122681,S01011328,S02002128
S00122682,S01011328,S02002128
S00122683,S01011328,S02002128
S00122684,S01011328,S02002128
S00122685,S01011309,S02002125
S00122686,S01011309,S02002125
S00122687,S01011309,S02002125
S00122688,S01011309,S02002125
S00122689,S01011310,S02002125
S00122690,S01011310,S02002125
S00122691,S01011310,S02002125
S00122692,S01011310,S02002125
S00122693,S01011310,S02002125
S00122694,S01011310,S02002125
S00122695,S01011317,S02002127
S00122696,S01011317,S02002127
S00122697,S01011317,S02002127
S00122698,S01011317,S02002127
S00122699,S01011317,S02002127
S00122700,S01011317,S02002127
S00122701,S01011317,S02002127
S00122702,S01011318,S02002127
S00122703,S01011319,S02002127
S00122704,S01011318,S02002127
S00122705,S01011319,S02002127
S00122706,S01011318,S02002127
S00122707,S01011318,S02002127
S00122708,S01011318,S02002127
S00122709,S01011326,S02002128
S00122710,S01011326,S02002128
S00122711,S01011326,S02002128
S00122712,S01011326,S02002128
S00122713,S01011326,S02002128
S00122714,S01011329,S02002129
S00122715,S01011329,S02002129
S00122716,S01011329,S02002129
S00122717,S01011329,S02002129
S00122718,S01011329,S02002129
S00122719,S01011332,S02002129
S00122720,S01011329,S02002129
S00122721,S01011332,S02002129
S00122722,S01011332,S02002129
S00122723,S01011333,S02002129
S00122724,S01011333,S02002129
S00122725,S01011331,S02002129
S00122726,S01011331,S02002129
S00122727,S01011331,S02002129
S00122728,S01011333,S02002129
S00122729,S01011333,S02002129
S00122730,S01011333,S02002129
S00122731,S01011333,S02002129
S00122732,S01011331,S02002129
S00122733,S01011322,S02002128
S00122734,S01011321,S02002127
S00122735,S01011319,S02002127
S00122736,S01011319,S02002127
S00122737,S01011319,S02002127
S00122738,S01011319,S02002127
S00122739,S01011319,S02002127
S00122740,S01011320,S02002127
S00122741,S01011320,S02002127
S00122742,S01011324,S02002128
S00122743,S01011324,S02002128
S00122744,S01011325,S02002128
S00122745,S01011326,S02002128
S00122746,S01011326,S02002128
S00122747,S01011325,S02002128
S00122748,S01011325,S02002128
S00122749,S01011325,S02002128
S00122750,S01011329,S02002129
S00122751,S01011325,S02002128
S00122752,S01011325,S02002128
S00122753,S01011323,S02002128
S00122754,S01011323,S02002128
S00122755,S01011324,S02002128
S00122756,S01011324,S02002128
S00122757,S01011324,S02002128
S00122758,S01011320,S02002127
S00122759,S01011321,S02002127
S00122760,S01011321,S02002127
S00122761,S01011322,S02002128
S00122762,S01011321,S02002127
S00122763,S01011322,S02002128
S00122764,S01011322,S02002128
S00122765,S01011323,S02002128
S00122766,S01011323,S02002128
S00122767,S01011323,S02002128
S00122768,S01011323,S02002128
S00122769,S01011329,S02002129
S00122770,S01011329,S02002129
S00122771,S01011330,S02002129
S00122772,S01011330,S02002129
S00122773,S01011330,S02002129
S00122774,S01011330,S02002129
S00122775,S01011330,S02002129
S00122776,S01011330,S02002129
S00122777,S01011337,S02002130
S00122778,S01011337,S02002130
S00122779,S01011337,S02002130
S00122780,S01011337,S02002130
S00122781,S01011336,S02002130
S00122782,S01011336,S02002130
S00122783,S01011336,S02002130
S00122784,S01011336,S02002130
S00122785,S01011336,S02002130
S00122786,S01011335,S02002130
S00122787,S01011337,S02002130
S00122788,S01011337,S02002130
S00122789,S01011342,S02002131
S00122790,S01011339,S02002131
S00122791,S01011334,S02002130
S00122792,S01011338,S02002131
S00122793,S01011334,S02002130
S00122794,S01011350,S02002133
S00122795,S01011351,S02002133
S00122796,S01011355,S02002134
S00122797,S01011355,S02002134
S00122798,S01011354,S02002134
S00122799,S01011334,S02002130
S00122800,S01011327,S02002128
S00122801,S01011328,S02002128
S00122802,S01011309,S02002125
S00122803,S01011309,S02002125
S00122804,S01011309,S02002125
S00122805,S01011177,S02002097
S00122806,S01011177,S02002097
S00122807,S01011171,S02002097
S00122808,S01011172,S02002097
S00122809,S01011331,S02002129
S00122810,S01011171,S02002097
S00122811,S01011319,S02002127
S00122812,S01011319,S02002127
S00122813,S01011325,S02002128
S00122814,S01011325,S02002128
S00122815,S01011335,S02002130
S00122816,S01011335,S02002130
S00122817,S01011337,S02002130
S00122818,S01011171,S02002097
S00122819,S01011335,S02002130
S00122820,S01011173,S02002097
S00122821,S01011172,S02002097
S00122822,S01011172,S02002097
S00122823,S01011334,S02002130
S00122824,S01011331,S02002129
S00122825,S01011335,S02002130
S00122826,S01011176,S02002097
S00122827,S01011176,S02002097
S00122828,S01011177,S02002097
S00122829,S01011177,S02002097
S00122830,S01011187,S02002100
S00122831,S01011191,S02002100
S00122832,S01011191,S02002100
S00122833,S01011233,S02002110
S00122834,S01011213,S02002105
S00122835,S01011202,S02002103
S00122836,S01011196,S02002102
S00122837,S01011200,S02002103
S00122838,S01011200,S02002103
S00122839,S01011201,S02002103
S00122840,S01011206,S02002104
S00122841,S01011210,S02002104
S00122842,S01011210,S02002104
S00122843,S01011230,S02002109
S00122844,S01011286,S02002120
S00122845,S01011214,S02002105
S00122846,S01011284,S02002119
S00122847,S01011284,S02002119
S00122848,S01011307,S02002125
S00122849,S01011307,S02002125
S00122850,S01011284,S02002119
S00122851,S01011214,S02002105
S00122852,S01011229,S02002109
S00122853,S01011227,S02002108
S00122854,S01011227,S02002108
S00122855,S01011224,S02002107
S00122856,S01011254,S02002114
S00122857,S01011356,S02002134
S00122858,S01011243,S02002112
S00122859,S01011243,S02002112
S00122860,S01011247,S02002113
S00122861,S01011247,S02002113
S00122862,S01011259,S02002115
S00122863,S01011262,S02002116
S00122864,S01011261,S02002116
S00122865,S01011261,S02002116
S00122866,S01011270,S02002117
S00122867,S01011270,S02002117
S00122868,S01011270,S02002117
S00122869,S01011270,S02002117
S00122870,S01011269,S02002117
S00122871,S01011268,S02002117
S00122872,S01011307,S02002125
S00122873,S01011250,S02002114
S00122874,S01011280,S02002119
S00122875,S01011280,S02002119
S00122876,S01011280,S02002119
S00122877,S01011308,S02002125
S00122878,S01011315,S02002126
S00122879,S01011285,S02002120
S00122880,S01011308,S02002125
S00122881,S01011308,S02002125
S00122882,S01011290,S02002121
S00122883,S01011308,S02002125
S00122884,S01011289,S02002121
S00122885,S01011311,S02002126
S00122886,S01011299,S02002123
S00122887,S01011306,S02002124
S00122888,S01011306,S02002124
S00122889,S01011347,S02002132
S00122890,S01011347,S02002132
S00122891,S01011347,S02002132
S00122892,S01011347,S02002132
S00122893,S01011345,S02002132
S00122894,S01011334,S02002130
S00122895,S01011175,S02002097
S00122896,S01011175,S02002097
S00122897,S01011212,S02002105
S00122898,S01011212,S02002105
S00122899,S01011212,S02002105
S00122900,S01011213,S02002105
S00122901,S01011278,S02002119
S00122902,S01011278,S02002119
S00122903,S01011278,S02002119
S00122904,S01011278,S02002119
S00122905,S01011285,S02002120
S00122906,S01011286,S02002120
S00122907,S01011316,S02002126
S00122908,S01011316,S02002126
S00122909,S01011181,S02002098
S00122910,S01011181,S02002098
S00122911,S01011181,S02002098
S00122912,S01011210,S02002104
S00122913,S01011356,S02002134
S00122914,S01011356,S02002134
S00122915,S01011263,S02002116
S00122916,S01011255,S02002115
S00122917,S01011255,S02002115
S00122918,S01011255,S02002115
S00122919,S01011255,S02002115
S00122920,S01011255,S02002115
S00122921,S01011265,S02002116
S00122922,S01011263,S02002116
S00122923,S01011307,S02002125
S00122924,S01011174,S02002097
S00122925,S01011174,S02002097
S00122926,S01011173,S02002097
S00122927,S01011172,S02002097
S00122928,S01011175,S02002097
S00122929,S01011175,S02002097
S00122930,S01011176,S02002097
S00122931,S01011184,S02002099
S00122932,S01011183,S02002099
S00122933,S01011184,S02002099
S00122934,S01011184,S02002099
S00122935,S01011184,S02002099
S00122936,S01011188,S02002100
S00122937,S01011188,S02002100
S00122938,S01011192,S02002101
S00122939,S01011192,S02002101
S00122940,S01011196,S02002102
S00122941,S01011196,S02002102
S00122942,S01011196,S02002102
S00122943,S01011207,S02002104
S00122944,S01011206,S02002104
S00122945,S01011206,S02002104
S00122946,S01011206,S02002104
S00122947,S01011232,S02002109
S00122948,S01011232,S02002109
S00122949,S01011232,S02002109
S00122950,S01011232,S02002109
S00122951,S01011232,S02002109
S00122952,S01011232,S02002109
S00122953,S01011232,S02002109
S00122954,S01011226,S02002108
S00122955,S01011226,S02002108
S00122956,S01011227,S02002108
S00122957,S01011227,S02002108
S00122958,S01011228,S02002108
S00122959,S01011228,S02002108
S00122960,S01011228,S02002108
S00122961,S01011228,S02002108
S00122962,S01011186,S02002099
S00122963,S01011186,S02002099
S00122964,S01011225,S02002108
S00122965,S01011225,S02002108
S00122966,S01011222,S02002107
S00122967,S01011225,S02002108
S00122968,S01011179,S02002098
S00122969,S01011179,S02002098
S00122970,S01011180,S02002098
S00122971,S01011179,S02002098
S00122972,S01011254,S02002114
S00122973,S01011254,S02002114
S00122974,S01011252,S02002114
S00122975,S01011252,S02002114
S00122976,S01011249,S02002113
S00122977,S01011249,S02002113
S00122978,S01011249,S02002113
S00122979,S01011242,S02002112
S00122980,S01011242,S02002112
S00122981,S01011243,S02002112
S00122982,S01011242,S02002112
S00122983,S01011246,S02002113
S00122984,S01011246,S02002113
S00122985,S01011246,S02002113
S00122986,S01011246,S02002113
S00122987,S01011244,S02002112
S00122988,S01011243,S02002112
S00122989,S01011244,S02002112
S00122990,S01011244,S02002112
S00122991,S01011244,S02002112
S00122992,S01011244,S02002112
S00122993,S01011246,S02002113
S00122994,S01011246,S02002113
S00122995,S01011247,S02002113
S00122996,S01011247,S02002113
S00122997,S01011260,S02002115
S00122998,S01011259,S02002115
S00122999,S01011262,S02002116
S00123000,S01011257,S02002115
S00123001,S01011257,S02002115
S00123002,S01011256,S02002115
S00123003,S01011256,S02002115
S00123004,S01011256,S02002115
S00123005,S01011263,S02002116
S00123006,S01011264,S02002116
S00123007,S01011263,S02002116
S00123008,S01011265,S02002116
S00123009,S01011265,S02002116
S00123010,S01011236,S02002110
S00123011,S01011271,S02002117
S00123012,S01011271,S02002117
S00123013,S01011276,S02002118
S00123014,S01011276,S02002118
S00123015,S01011267,S02002117
S00123016,S01011274,S02002118
S00123017,S01011273,S02002118
S00123018,S01011276,S02002118
S00123019,S01011276,S02002118
S00123020,S01011287,S02002120
S00123021,S01011287,S02002120
S00123022,S01011288,S02002120
S00123023,S01011288,S02002120
S00123024,S01011278,S02002119
S00123025,S01011277,S02002119
S00123026,S01011294,S02002122
S00123027,S01011312,S02002126
S00123028,S01011312,S02002126
S00123029,S01011313,S02002126
S00123030,S01011313,S02002126
S00123031,S01011306,S02002124
S00123032,S01011305,S02002124
