OutputArea2011Code,DataZone2011Code,IntermediateZone2011Code
S00091384,S01006855,S02001296
S00091385,S01006855,S02001296
S00091386,S01006872,S02001299
S00091387,S01006855,S02001296
S00091388,S01006855,S02001296
S00091389,S01006855,S02001296
S00091390,S01006857,S02001296
S00091391,S01006857,S02001296
S00091392,S01006872,S02001299
S00091393,S01006857,S02001296
S00091394,S01006873,S02001299
S00091395,S01006874,S02001299
S00091396,S01006798,S02001286
S00091397,S01006869,S02001299
S00091398,S01006873,S02001299
S00091399,S01006873,S02001299
S00091400,S01006872,S02001299
S00091401,S01006872,S02001299
S00091402,S01006864,S02001297
S00091403,S01006864,S02001297
S00091404,S01006864,S02001297
S00091405,S01006859,S02001297
S00091406,S01006872,S02001299
S00091407,S01006874,S02001299
S00091408,S01006874,S02001299
S00091409,S01006874,S02001299
S00091410,S01006876,S02001300
S00091411,S01006876,S02001300
S00091412,S01006876,S02001300
S00091413,S01006876,S02001300
S00091414,S01006876,S02001300
S00091415,S01006876,S02001300
S00091416,S01006876,S02001300
S00091417,S01006879,S02001300
S00091418,S01006879,S02001300
S00091419,S01006796,S02001286
S00091420,S01006879,S02001300
S00091421,S01006796,S02001286
S00091422,S01006796,S02001286
S00091423,S01006796,S02001286
S00091424,S01006796,S02001286
S00091425,S01006797,S02001286
S00091426,S01006869,S02001299
S00091427,S01006797,S02001286
S00091428,S01006797,S02001286
S00091429,S01006869,S02001299
S00091430,S01006869,S02001299
S00091431,S01006807,S02001288
S00091432,S01006807,S02001288
S00091433,S01006809,S02001288
S00091434,S01006817,S02001289
S00091435,S01006817,S02001289
S00091436,S01006817,S02001289
S00091437,S01006879,S02001300
S00091438,S01006879,S02001300
S00091439,S01006875,S02001300
S00091440,S01006793,S02001285
S00091441,S01006793,S02001285
S00091442,S01006791,S02001285
S00091443,S01006792,S02001285
S00091444,S01006789,S02001285
S00091445,S01006792,S02001285
S00091446,S01006808,S02001288
S00091447,S01006809,S02001288
S00091448,S01006809,S02001288
S00091449,S01006809,S02001288
S00091450,S01006809,S02001288
S00091451,S01006810,S02001288
S00091452,S01006810,S02001288
S00091453,S01006810,S02001288
S00091454,S01006810,S02001288
S00091455,S01006810,S02001288
S00091456,S01006803,S02001287
S00091457,S01006803,S02001287
S00091458,S01006803,S02001287
S00091459,S01006803,S02001287
S00091460,S01006805,S02001287
S00091461,S01006805,S02001287
S00091462,S01006805,S02001287
S00091463,S01006805,S02001287
S00091464,S01006813,S02001289
S00091465,S01006814,S02001289
S00091466,S01006817,S02001289
S00091467,S01006815,S02001289
S00091468,S01006815,S02001289
S00091469,S01006815,S02001289
S00091470,S01006815,S02001289
S00091471,S01006816,S02001289
S00091472,S01006815,S02001289
S00091473,S01006825,S02001291
S00091474,S01006823,S02001291
S00091475,S01006825,S02001291
S00091476,S01006824,S02001291
S00091477,S01006824,S02001291
S00091478,S01006824,S02001291
S00091479,S01006827,S02001291
S00091480,S01006827,S02001291
S00091481,S01006830,S02001292
S00091482,S01006826,S02001291
S00091483,S01006826,S02001291
S00091484,S01006826,S02001291
S00091485,S01006838,S02001292
S00091486,S01006838,S02001292
S00091487,S01006838,S02001292
S00091488,S01006831,S02001292
S00091489,S01006830,S02001292
S00091490,S01006831,S02001292
S00091491,S01006831,S02001292
S00091492,S01006837,S02001292
S00091493,S01006831,S02001292
S00091494,S01006832,S02001292
S00091495,S01006833,S02001292
S00091496,S01006833,S02001292
S00091497,S01006832,S02001292
S00091498,S01006832,S02001292
S00091499,S01006832,S02001292
S00091500,S01006827,S02001291
S00091501,S01006827,S02001291
S00091502,S01006827,S02001291
S00091503,S01006827,S02001291
S00091504,S01006827,S02001291
S00091505,S01006827,S02001291
S00091506,S01006823,S02001291
S00091507,S01006832,S02001292
S00091508,S01006832,S02001292
S00091509,S01006832,S02001292
S00091510,S01006832,S02001292
S00091511,S01006835,S02001292
S00091512,S01006833,S02001292
S00091513,S01006835,S02001292
S00091514,S01006835,S02001292
S00091515,S01006835,S02001292
S00091516,S01006835,S02001292
S00091517,S01006835,S02001292
S00091518,S01006828,S02001291
S00091519,S01006835,S02001292
S00091520,S01006835,S02001292
S00091521,S01006835,S02001292
S00091522,S01006828,S02001291
S00091523,S01006828,S02001291
S00091524,S01006828,S02001291
S00091525,S01006828,S02001291
S00091526,S01006828,S02001291
S00091527,S01006828,S02001291
S00091528,S01006828,S02001291
S00091529,S01006828,S02001291
S00091530,S01006840,S02001293
S00091531,S01006840,S02001293
S00091532,S01006841,S02001293
S00091533,S01006839,S02001293
S00091534,S01006840,S02001293
S00091535,S01006839,S02001293
S00091536,S01006839,S02001293
S00091537,S01006839,S02001293
S00091538,S01006839,S02001293
S00091539,S01006839,S02001293
S00091540,S01006790,S02001285
S00091541,S01006790,S02001285
S00091542,S01006790,S02001285
S00091543,S01006790,S02001285
S00091544,S01006790,S02001285
S00091545,S01006865,S02001298
S00091546,S01006865,S02001298
S00091547,S01006865,S02001298
S00091548,S01006865,S02001298
S00091549,S01006867,S02001298
S00091550,S01006867,S02001298
S00091551,S01006867,S02001298
S00091552,S01006865,S02001298
S00091553,S01006865,S02001298
S00091554,S01006867,S02001298
S00091555,S01006866,S02001298
S00091556,S01006865,S02001298
S00091557,S01006866,S02001298
S00091558,S01006868,S02001298
S00091559,S01006866,S02001298
S00091560,S01006868,S02001298
S00091561,S01006868,S02001298
S00091562,S01006860,S02001297
S00091563,S01006860,S02001297
S00091564,S01006862,S02001297
S00091565,S01006860,S02001297
S00091566,S01006865,S02001298
S00091567,S01006865,S02001298
S00091568,S01006862,S02001297
S00091569,S01006862,S02001297
S00091570,S01006862,S02001297
S00091571,S01006860,S02001297
S00091572,S01006863,S02001297
S00091573,S01006863,S02001297
S00091574,S01006866,S02001298
S00091575,S01006843,S02001294
S00091576,S01006843,S02001294
S00091577,S01006844,S02001294
S00091578,S01006844,S02001294
S00091579,S01006844,S02001294
S00091580,S01006846,S02001294
S00091581,S01006846,S02001294
S00091582,S01006845,S02001294
S00091583,S01006846,S02001294
S00091584,S01006846,S02001294
S00091585,S01006845,S02001294
S00091586,S01006845,S02001294
S00091587,S01006845,S02001294
S00091588,S01006845,S02001294
S00091589,S01006843,S02001294
S00091590,S01006850,S02001295
S00091591,S01006849,S02001295
S00091592,S01006849,S02001295
S00091593,S01006850,S02001295
S00091594,S01006851,S02001295
S00091595,S01006851,S02001295
S00091596,S01006852,S02001295
S00091597,S01006852,S02001295
S00091598,S01006850,S02001295
S00091599,S01006794,S02001286
S00091600,S01006794,S02001286
S00091601,S01006794,S02001286
S00091602,S01006795,S02001286
S00091603,S01006799,S02001286
S00091604,S01006799,S02001286
S00091605,S01006795,S02001286
S00091606,S01006795,S02001286
S00091607,S01006795,S02001286
S00091608,S01006799,S02001286
S00091609,S01006799,S02001286
S00091610,S01006795,S02001286
S00091611,S01006799,S02001286
S00091612,S01006854,S02001296
S00091613,S01006871,S02001299
S00091614,S01006870,S02001299
S00091615,S01006870,S02001299
S00091616,S01006936,S02001309
S00091617,S01006936,S02001309
S00091618,S01006937,S02001309
S00091619,S01006935,S02001309
S00091620,S01006936,S02001309
S00091621,S01006935,S02001309
S00091622,S01006935,S02001309
S00091623,S01006929,S02001308
S00091624,S01006930,S02001308
S00091625,S01006935,S02001309
S00091626,S01006930,S02001308
S00091627,S01006929,S02001308
S00091628,S01006935,S02001309
S00091629,S01006930,S02001308
S00091630,S01006929,S02001308
S00091631,S01006930,S02001308
S00091632,S01006933,S02001308
S00091633,S01006933,S02001308
S00091634,S01006940,S02001309
S00091635,S01006933,S02001308
S00091636,S01006939,S02001309
S00091637,S01006933,S02001308
S00091638,S01006940,S02001309
S00091639,S01006939,S02001309
S00091640,S01006942,S02001310
S00091641,S01006945,S02001310
S00091642,S01006939,S02001309
S00091643,S01006945,S02001310
S00091644,S01006945,S02001310
S00091645,S01006945,S02001310
S00091646,S01006942,S02001310
S00091647,S01006942,S02001310
S00091648,S01006939,S02001309
S00091649,S01006940,S02001309
S00091650,S01006937,S02001309
S00091651,S01006940,S02001309
S00091652,S01006940,S02001309
S00091653,S01006938,S02001309
S00091654,S01006937,S02001309
S00091655,S01006937,S02001309
S00091656,S01006941,S02001310
S00091657,S01006941,S02001310
S00091658,S01006938,S02001309
S00091659,S01006941,S02001310
S00091660,S01006941,S02001310
S00091661,S01006925,S02001307
S00091662,S01006928,S02001307
S00091663,S01006928,S02001307
S00091664,S01006925,S02001307
S00091665,S01006921,S02001306
S00091666,S01006923,S02001306
S00091667,S01006920,S02001306
S00091668,S01006920,S02001306
S00091669,S01006919,S02001306
S00091670,S01006923,S02001306
S00091671,S01006954,S02001312
S00091672,S01006952,S02001312
S00091673,S01006952,S02001312
S00091674,S01006882,S02001301
S00091675,S01006882,S02001301
S00091676,S01006882,S02001301
S00091677,S01006884,S02001301
S00091678,S01006884,S02001301
S00091679,S01006891,S02001302
S00091680,S01006891,S02001302
S00091681,S01006889,S02001302
S00091682,S01006889,S02001302
S00091683,S01006889,S02001302
S00091684,S01006889,S02001302
S00091685,S01006889,S02001302
S00091686,S01006889,S02001302
S00091687,S01006889,S02001302
S00091688,S01006893,S02001302
S00091689,S01006892,S02001302
S00091690,S01006891,S02001302
S00091691,S01006890,S02001302
S00091692,S01006956,S02001312
S00091693,S01006956,S02001312
S00091694,S01006955,S02001312
S00091695,S01006953,S02001312
S00091696,S01006956,S02001312
S00091697,S01006957,S02001312
S00091698,S01006953,S02001312
S00091699,S01006953,S02001312
S00091700,S01006953,S02001312
S00091701,S01006903,S02001304
S00091702,S01006903,S02001304
S00091703,S01006903,S02001304
S00091704,S01006903,S02001304
S00091705,S01006903,S02001304
S00091706,S01006903,S02001304
S00091707,S01006903,S02001304
S00091708,S01006905,S02001304
S00091709,S01006905,S02001304
S00091710,S01006905,S02001304
S00091711,S01006907,S02001304
S00091712,S01006907,S02001304
S00091713,S01006907,S02001304
S00091714,S01006905,S02001304
S00091715,S01006905,S02001304
S00091716,S01006905,S02001304
S00091717,S01006905,S02001304
S00091718,S01006907,S02001304
S00091719,S01006907,S02001304
S00091720,S01006902,S02001304
S00091721,S01006894,S02001303
S00091722,S01006902,S02001304
S00091723,S01006894,S02001303
S00091724,S01006894,S02001303
S00091725,S01006894,S02001303
S00091726,S01006894,S02001303
S00091727,S01006896,S02001303
S00091728,S01006906,S02001304
S00091729,S01006906,S02001304
S00091730,S01006906,S02001304
S00091731,S01006896,S02001303
S00091732,S01006896,S02001303
S00091733,S01006907,S02001304
S00091734,S01006908,S02001304
S00091735,S01006908,S02001304
S00091736,S01006908,S02001304
S00091737,S01006908,S02001304
S00091738,S01006908,S02001304
S00091739,S01006895,S02001303
S00091740,S01006897,S02001303
S00091741,S01006897,S02001303
S00091742,S01006896,S02001303
S00091743,S01006901,S02001303
S00091744,S01006896,S02001303
S00091745,S01006899,S02001303
S00091746,S01006898,S02001303
S00091747,S01006898,S02001303
S00091748,S01006898,S02001303
S00091749,S01006898,S02001303
S00091750,S01006898,S02001303
S00091751,S01006898,S02001303
S00091752,S01006951,S02001311
S00091753,S01006951,S02001311
S00091754,S01006946,S02001311
S00091755,S01006948,S02001311
S00091756,S01006948,S02001311
S00091757,S01006948,S02001311
S00091758,S01006973,S02001315
S00091759,S01006973,S02001315
S00091760,S01006973,S02001315
S00091761,S01006974,S02001315
S00091762,S01006974,S02001315
S00091763,S01006974,S02001315
S00091764,S01006985,S02001317
S00091765,S01006985,S02001317
S00091766,S01006987,S02001317
S00091767,S01006985,S02001317
S00091768,S01006985,S02001317
S00091769,S01006987,S02001317
S00091770,S01006987,S02001317
S00091771,S01006987,S02001317
S00091772,S01006982,S02001316
S00091773,S01006982,S02001316
S00091774,S01006982,S02001316
S00091775,S01006983,S02001316
S00091776,S01006998,S02001319
S00091777,S01007001,S02001319
S00091778,S01007000,S02001319
S00091779,S01007001,S02001319
S00091780,S01007001,S02001319
S00091781,S01007000,S02001319
S00091782,S01007000,S02001319
S00091783,S01007001,S02001319
S00091784,S01006963,S02001313
S00091785,S01006964,S02001313
S00091786,S01006963,S02001313
S00091787,S01006963,S02001313
S00091788,S01006963,S02001313
S00091789,S01006962,S02001313
S00091790,S01006963,S02001313
S00091791,S01006962,S02001313
S00091792,S01006962,S02001313
S00091793,S01006962,S02001313
S00091794,S01006962,S02001313
S00091795,S01006958,S02001313
S00091796,S01006958,S02001313
S00091797,S01006958,S02001313
S00091798,S01006958,S02001313
S00091799,S01006958,S02001313
S00091800,S01006958,S02001313
S00091801,S01006958,S02001313
S00091802,S01006959,S02001313
S00091803,S01006959,S02001313
S00091804,S01006971,S02001314
S00091805,S01006965,S02001314
S00091806,S01006969,S02001314
S00091807,S01006968,S02001314
S00091808,S01006968,S02001314
S00091809,S01006965,S02001314
S00091810,S01006967,S02001314
S00091811,S01006968,S02001314
S00091812,S01006966,S02001314
S00091813,S01006966,S02001314
S00091814,S01006966,S02001314
S00091815,S01006966,S02001314
S00091816,S01006966,S02001314
S00091817,S01007068,S02001333
S00091818,S01007068,S02001333
S00091819,S01007068,S02001333
S00091820,S01007065,S02001333
S00091821,S01007065,S02001333
S00091822,S01007068,S02001333
S00091823,S01007068,S02001333
S00091824,S01007068,S02001333
S00091825,S01007067,S02001333
S00091826,S01007067,S02001333
S00091827,S01007067,S02001333
S00091828,S01006991,S02001318
S00091829,S01006991,S02001318
S00091830,S01007066,S02001333
S00091831,S01007010,S02001321
S00091832,S01007010,S02001321
S00091833,S01007010,S02001321
S00091834,S01007010,S02001321
S00091835,S01007012,S02001321
S00091836,S01007012,S02001321
S00091837,S01007012,S02001321
S00091838,S01007012,S02001321
S00091839,S01007012,S02001321
S00091840,S01007011,S02001321
S00091841,S01007011,S02001321
S00091842,S01007010,S02001321
S00091843,S01007011,S02001321
S00091844,S01007010,S02001321
S00091845,S01007009,S02001321
S00091846,S01007009,S02001321
S00091847,S01007009,S02001321
S00091848,S01007009,S02001321
S00091849,S01007009,S02001321
S00091850,S01007009,S02001321
S00091851,S01007009,S02001321
S00091852,S01007008,S02001321
S00091853,S01007011,S02001321
S00091854,S01007010,S02001321
S00091855,S01007011,S02001321
S00091856,S01007008,S02001321
S00091857,S01007008,S02001321
S00091858,S01007011,S02001321
S00091859,S01007008,S02001321
S00091860,S01007008,S02001321
S00091861,S01007008,S02001321
S00091862,S01007009,S02001321
S00091863,S01007069,S02001333
S00091864,S01007069,S02001333
S00091865,S01007069,S02001333
S00091866,S01007069,S02001333
S00091867,S01007070,S02001333
S00091868,S01007070,S02001333
S00091869,S01007070,S02001333
S00091870,S01007069,S02001333
S00091871,S01007069,S02001333
S00091872,S01007073,S02001334
S00091873,S01007076,S02001334
S00091874,S01007076,S02001334
S00091875,S01007072,S02001334
S00091876,S01007076,S02001334
S00091877,S01007076,S02001334
S00091878,S01007076,S02001334
S00091879,S01007076,S02001334
S00091880,S01007075,S02001334
S00091881,S01007075,S02001334
S00091882,S01007077,S02001334
S00091883,S01007077,S02001334
S00091884,S01007077,S02001334
S00091885,S01007075,S02001334
S00091886,S01007075,S02001334
S00091887,S01007074,S02001334
S00091888,S01007073,S02001334
S00091889,S01007080,S02001335
S00091890,S01007074,S02001334
S00091891,S01007073,S02001334
S00091892,S01007073,S02001334
S00091893,S01007080,S02001335
S00091894,S01007080,S02001335
S00091895,S01007080,S02001335
S00091896,S01007080,S02001335
S00091897,S01007080,S02001335
S00091898,S01007078,S02001335
S00091899,S01007079,S02001335
S00091900,S01007078,S02001335
S00091901,S01007078,S02001335
S00091902,S01007079,S02001335
S00091903,S01007079,S02001335
S00091904,S01007079,S02001335
S00091905,S01007093,S02001337
S00091906,S01007078,S02001335
S00091907,S01007079,S02001335
S00091908,S01007079,S02001335
S00091909,S01007079,S02001335
S00091910,S01007080,S02001335
S00091911,S01007079,S02001335
S00091912,S01007084,S02001336
S00091913,S01007084,S02001336
S00091914,S01007084,S02001336
S00091915,S01007083,S02001336
S00091916,S01007083,S02001336
S00091917,S01007083,S02001336
S00091918,S01007083,S02001336
S00091919,S01007083,S02001336
S00091920,S01007094,S02001337
S00091921,S01007094,S02001337
S00091922,S01007081,S02001336
S00091923,S01007094,S02001337
S00091924,S01007094,S02001337
S00091925,S01007081,S02001336
S00091926,S01007094,S02001337
S00091927,S01007081,S02001336
S00091928,S01007081,S02001336
S00091929,S01007082,S02001336
S00091930,S01007082,S02001336
S00091931,S01007082,S02001336
S00091932,S01007088,S02001336
S00091933,S01007088,S02001336
S00091934,S01007088,S02001336
S00091935,S01007081,S02001336
S00091936,S01007082,S02001336
S00091937,S01007082,S02001336
S00091938,S01007081,S02001336
S00091939,S01007088,S02001336
S00091940,S01007083,S02001336
S00091941,S01007083,S02001336
S00091942,S01007083,S02001336
S00091943,S01007088,S02001336
S00091944,S01007087,S02001336
S00091945,S01007087,S02001336
S00091946,S01007087,S02001336
S00091947,S01007087,S02001336
S00091948,S01007087,S02001336
S00091949,S01007086,S02001336
S00091950,S01007086,S02001336
S00091951,S01007086,S02001336
S00091952,S01007085,S02001336
S00091953,S01007085,S02001336
S00091954,S01007085,S02001336
S00091955,S01007086,S02001336
S00091956,S01007086,S02001336
S00091957,S01007085,S02001336
S00091958,S01007085,S02001336
S00091959,S01007085,S02001336
S00091960,S01007085,S02001336
S00091961,S01007086,S02001336
S00091962,S01007086,S02001336
S00091963,S01007086,S02001336
S00091964,S01007086,S02001336
S00091965,S01007086,S02001336
S00091966,S01007086,S02001336
S00091967,S01007087,S02001336
S00091968,S01007087,S02001336
S00091969,S01007090,S02001337
S00091970,S01007090,S02001337
S00091971,S01007090,S02001337
S00091972,S01007092,S02001337
S00091973,S01007090,S02001337
S00091974,S01007090,S02001337
S00091975,S01007089,S02001337
S00091976,S01007089,S02001337
S00091977,S01007077,S02001334
S00091978,S01007073,S02001334
S00091979,S01007072,S02001334
S00091980,S01007073,S02001334
S00091981,S01007050,S02001330
S00091982,S01007050,S02001330
S00091983,S01007050,S02001330
S00091984,S01007050,S02001330
S00091985,S01007050,S02001330
S00091986,S01007057,S02001331
S00091987,S01007058,S02001331
S00091988,S01007060,S02001331
S00091989,S01007058,S02001331
S00091990,S01007059,S02001331
S00091991,S01007059,S02001331
S00091992,S01007059,S02001331
S00091993,S01007060,S02001331
S00091994,S01007060,S02001331
S00091995,S01007060,S02001331
S00091996,S01007058,S02001331
S00091997,S01007058,S02001331
S00091998,S01007060,S02001331
S00091999,S01007059,S02001331
S00092000,S01007059,S02001331
S00092001,S01007051,S02001330
S00092002,S01007051,S02001330
S00092003,S01007051,S02001330
S00092004,S01007051,S02001330
S00092005,S01007096,S02001338
S00092006,S01007100,S02001338
S00092007,S01007096,S02001338
S00092008,S01007100,S02001338
S00092009,S01007100,S02001338
S00092010,S01007017,S02001323
S00092011,S01007017,S02001323
S00092012,S01007020,S02001323
S00092013,S01007018,S02001323
S00092014,S01007018,S02001323
S00092015,S01007017,S02001323
S00092016,S01007017,S02001323
S00092017,S01007017,S02001323
S00092018,S01007017,S02001323
S00092019,S01007019,S02001323
S00092020,S01007019,S02001323
S00092021,S01007020,S02001323
S00092022,S01007019,S02001323
S00092023,S01007019,S02001323
S00092024,S01007019,S02001323
S00092025,S01007021,S02001323
S00092026,S01007021,S02001323
S00092027,S01007021,S02001323
S00092028,S01007021,S02001323
S00092029,S01007020,S02001323
S00092030,S01007020,S02001323
S00092031,S01007020,S02001323
S00092032,S01007042,S02001328
S00092033,S01007042,S02001328
S00092034,S01007042,S02001328
S00092035,S01007031,S02001325
S00092036,S01007031,S02001325
S00092037,S01007030,S02001325
S00092038,S01007030,S02001325
S00092039,S01007030,S02001325
S00092040,S01007049,S02001329
S00092041,S01007049,S02001329
S00092042,S01007049,S02001329
S00092043,S01007049,S02001329
S00092044,S01007054,S02001330
S00092045,S01007054,S02001330
S00092046,S01007101,S02001338
S00092047,S01007101,S02001338
S00092048,S01007101,S02001338
S00092049,S01007101,S02001338
S00092050,S01007101,S02001338
S00092051,S01007106,S02001339
S00092052,S01007106,S02001339
S00092053,S01007106,S02001339
S00092054,S01007106,S02001339
S00092055,S01007036,S02001326
S00092056,S01007036,S02001326
S00092057,S01007036,S02001326
S00092058,S01007036,S02001326
S00092059,S01007036,S02001326
S00092060,S01007035,S02001326
S00092061,S01007035,S02001326
S00092062,S01007035,S02001326
S00092063,S01007035,S02001326
S00092064,S01007035,S02001326
S00092065,S01007035,S02001326
S00092066,S01007035,S02001326
S00092067,S01007034,S02001326
S00092068,S01007033,S02001326
S00092069,S01007032,S02001326
S00092070,S01007032,S02001326
S00092071,S01007034,S02001326
S00092072,S01007034,S02001326
S00092073,S01007034,S02001326
S00092074,S01007034,S02001326
S00092075,S01007032,S02001326
S00092076,S01007032,S02001326
S00092077,S01007036,S02001326
S00092078,S01007032,S02001326
S00092079,S01007032,S02001326
S00092080,S01007032,S02001326
S00092081,S01007032,S02001326
S00092082,S01007041,S02001327
S00092083,S01007041,S02001327
S00092084,S01007041,S02001327
S00092085,S01007041,S02001327
S00092086,S01007041,S02001327
S00092087,S01007041,S02001327
S00092088,S01007038,S02001327
S00092089,S01007041,S02001327
S00092090,S01007038,S02001327
S00092091,S01007038,S02001327
S00092092,S01007038,S02001327
S00092093,S01007038,S02001327
S00092094,S01007038,S02001327
S00092095,S01007039,S02001327
S00092096,S01007039,S02001327
S00092097,S01007039,S02001327
S00092098,S01007039,S02001327
S00092099,S01007039,S02001327
S00092100,S01007039,S02001327
S00092101,S01007040,S02001327
S00092102,S01007037,S02001327
S00092103,S01007040,S02001327
S00092104,S01007037,S02001327
S00092105,S01007040,S02001327
S00092106,S01007037,S02001327
S00092107,S01007037,S02001327
S00092108,S01007040,S02001327
S00092109,S01007040,S02001327
S00092110,S01007037,S02001327
S00092111,S01007037,S02001327
S00092112,S01007037,S02001327
S00092113,S01007044,S02001328
S00092114,S01007044,S02001328
S00092115,S01007025,S02001324
S00092116,S01007025,S02001324
S00092117,S01007025,S02001324
S00092118,S01007025,S02001324
S00092119,S01007025,S02001324
S00092120,S01007025,S02001324
S00092121,S01007026,S02001324
S00092122,S01007026,S02001324
S00092123,S01007026,S02001324
S00092124,S01007026,S02001324
S00092125,S01007026,S02001324
S00092126,S01007027,S02001325
S00092127,S01007027,S02001325
S00092128,S01007027,S02001325
S00092129,S01007027,S02001325
S00092130,S01007027,S02001325
S00092131,S01007027,S02001325
S00092132,S01007116,S02001340
S00092133,S01007119,S02001341
S00092134,S01007119,S02001341
S00092135,S01007119,S02001341
S00092136,S01007119,S02001341
S00092137,S01007119,S02001341
S00092138,S01007118,S02001341
S00092139,S01007118,S02001341
S00092140,S01007118,S02001341
S00092141,S01007118,S02001341
S00092142,S01007112,S02001340
S00092143,S01007112,S02001340
S00092144,S01007112,S02001340
S00092145,S01007113,S02001340
S00092146,S01007112,S02001340
S00092147,S01007114,S02001340
S00092148,S01007114,S02001340
S00092149,S01007124,S02001342
S00092150,S01007124,S02001342
S00092151,S01007124,S02001342
S00092152,S01007124,S02001342
S00092153,S01007124,S02001342
S00092154,S01007124,S02001342
S00092155,S01007123,S02001342
S00092156,S01007123,S02001342
S00092157,S01007123,S02001342
S00092158,S01007120,S02001341
S00092159,S01007120,S02001341
S00092160,S01007120,S02001341
S00092161,S01007120,S02001341
S00092162,S01007120,S02001341
S00092163,S01007128,S02001343
S00092164,S01007128,S02001343
S00092165,S01007128,S02001343
S00092166,S01007128,S02001343
S00092167,S01007128,S02001343
S00092168,S01007126,S02001343
S00092169,S01007125,S02001343
S00092170,S01007126,S02001343
S00092171,S01007126,S02001343
S00092172,S01007125,S02001343
S00092173,S01007125,S02001343
S00092174,S01007125,S02001343
S00092175,S01007125,S02001343
S00092176,S01007125,S02001343
S00092177,S01007127,S02001343
S00092178,S01007127,S02001343
S00092179,S01007126,S02001343
S00092180,S01007126,S02001343
S00092181,S01007121,S02001342
S00092182,S01007127,S02001343
S00092183,S01007127,S02001343
S00092184,S01007127,S02001343
S00092185,S01007127,S02001343
S00092186,S01007113,S02001340
S00092187,S01007113,S02001340
S00092188,S01007121,S02001342
S00092189,S01007121,S02001342
S00092190,S01007113,S02001340
S00092191,S01007122,S02001342
S00092192,S01007122,S02001342
S00092193,S01007122,S02001342
S00092194,S01007124,S02001342
S00092195,S01007123,S02001342
S00092196,S01007123,S02001342
S00092197,S01007128,S02001343
S00092198,S01007122,S02001342
S00092199,S01007122,S02001342
S00092200,S01007121,S02001342
S00092201,S01007112,S02001340
S00092202,S01007115,S02001340
S00092203,S01007114,S02001340
S00092204,S01007115,S02001340
S00092205,S01007103,S02001339
S00092206,S01007103,S02001339
S00092207,S01007103,S02001339
S00092208,S01007103,S02001339
S00092209,S01007103,S02001339
S00092210,S01007105,S02001339
S00092211,S01007105,S02001339
S00092212,S01007105,S02001339
S00092213,S01007110,S02001339
S00092214,S01007110,S02001339
S00092215,S01007110,S02001339
S00092216,S01007111,S02001339
S00092217,S01007110,S02001339
S00092218,S01007109,S02001339
S00092219,S01006865,S02001298
S00092220,S01006859,S02001297
S00092221,S01006867,S02001298
S00092222,S01006868,S02001298
S00092223,S01006863,S02001297
S00092224,S01006851,S02001295
S00092225,S01006851,S02001295
S00092226,S01006847,S02001294
S00092227,S01006851,S02001295
S00092228,S01006847,S02001294
S00092229,S01006847,S02001294
S00092230,S01006843,S02001294
S00092231,S01006845,S02001294
S00092232,S01006851,S02001295
S00092233,S01006854,S02001296
S00092234,S01006854,S02001296
S00092235,S01006870,S02001299
S00092236,S01006870,S02001299
S00092237,S01006871,S02001299
S00092238,S01006871,S02001299
S00092239,S01006930,S02001308
S00092240,S01006936,S02001309
S00092241,S01006938,S02001309
S00092242,S01006939,S02001309
S00092243,S01006937,S02001309
S00092244,S01006937,S02001309
S00092245,S01006925,S02001307
S00092246,S01006918,S02001306
S00092247,S01006918,S02001306
S00092248,S01006920,S02001306
S00092249,S01006920,S02001306
S00092250,S01006954,S02001312
S00092251,S01006952,S02001312
S00092252,S01007096,S02001338
S00092253,S01006904,S02001304
S00092254,S01006906,S02001304
S00092255,S01006906,S02001304
S00092256,S01006894,S02001303
S00092257,S01006902,S02001304
S00092258,S01006896,S02001303
S00092259,S01006897,S02001303
S00092260,S01006900,S02001303
S00092261,S01006951,S02001311
S00092262,S01006974,S02001315
S00092263,S01006986,S02001317
S00092264,S01006987,S02001317
S00092265,S01006985,S02001317
S00092266,S01007001,S02001319
S00092267,S01007001,S02001319
S00092268,S01006971,S02001314
S00092269,S01006959,S02001313
S00092270,S01006959,S02001313
S00092271,S01006971,S02001314
S00092272,S01006969,S02001314
S00092273,S01006968,S02001314
S00092274,S01006980,S02001316
S00092275,S01007071,S02001333
S00092276,S01007071,S02001333
S00092277,S01006975,S02001315
S00092278,S01007011,S02001321
S00092279,S01007011,S02001321
S00092280,S01007009,S02001321
S00092281,S01007008,S02001321
S00092282,S01007070,S02001333
S00092283,S01007077,S02001334
S00092284,S01007074,S02001334
S00092285,S01007074,S02001334
S00092286,S01007078,S02001335
S00092287,S01007080,S02001335
S00092288,S01007084,S02001336
S00092289,S01007094,S02001337
S00092290,S01007094,S02001337
S00092291,S01007094,S02001337
S00092292,S01007086,S02001336
S00092293,S01007085,S02001336
S00092294,S01007080,S02001335
S00092295,S01007087,S02001336
S00092296,S01007090,S02001337
S00092297,S01007092,S02001337
S00092298,S01007063,S02001332
S00092299,S01007057,S02001331
S00092300,S01007051,S02001330
S00092301,S01007051,S02001330
S00092302,S01007051,S02001330
S00092303,S01007017,S02001323
S00092304,S01007019,S02001323
S00092305,S01007021,S02001323
S00092306,S01007049,S02001329
S00092307,S01007033,S02001326
S00092308,S01007032,S02001326
S00092309,S01007032,S02001326
S00092310,S01007037,S02001327
S00092311,S01007037,S02001327
S00092312,S01007015,S02001322
S00092313,S01007040,S02001327
S00092314,S01007026,S02001324
